,period,stateid,stateDescription,sectorid,sectorName,price,price-units
3668,2018,GA,Georgia,IND,industrial,6.0,cents per kilowatthour
3669,2018,GA,Georgia,OTH,other,,cents per kilowatthour
3670,2018,GA,Georgia,RES,residential,11.47,cents per kilowatthour
3671,2018,GA,Georgia,TRA,transportation,5.52,cents per kilowatthour
3672,2018,HI,Hawaii,ALL,all sectors,29.18,cents per kilowatthour
3673,2018,HI,Hawaii,COM,commercial,29.9,cents per kilowatthour
3674,2018,HI,Hawaii,IND,industrial,26.1,cents per kilowatthour
3675,2018,HI,Hawaii,OTH,other,,cents per kilowatthour
3676,2018,HI,Hawaii,RES,residential,32.47,cents per kilowatthour
3677,2018,HI,Hawaii,TRA,transportation,0.0,cents per kilowatthour
3678,2018,ID,Idaho,ALL,all sectors,8.17,cents per kilowatthour
3679,2018,ID,Idaho,COM,commercial,7.93,cents per kilowatthour
3680,2018,ID,Idaho,IND,industrial,6.47,cents per kilowatthour
3681,2018,ID,Idaho,OTH,other,,cents per kilowatthour
3682,2018,ID,Idaho,RES,residential,10.15,cents per kilowatthour
3683,2018,ID,Idaho,TRA,transportation,0.0,cents per kilowatthour
3684,2018,IL,Illinois,ALL,all sectors,9.6,cents per kilowatthour
3685,2018,IL,Illinois,COM,commercial,9.12,cents per kilowatthour
3686,2018,IL,Illinois,IND,industrial,6.8,cents per kilowatthour
3687,2020,PACC,Pacific Contiguous,OTH,other,,cents per kilowatthour
3688,2020,PACC,Pacific Contiguous,RES,residential,16.67,cents per kilowatthour
3689,2020,PACC,Pacific Contiguous,TRA,transportation,10.03,cents per kilowatthour
3690,2020,PACN,Pacific Noncontiguous,ALL,all sectors,24.44,cents per kilowatthour
3691,2020,PACN,Pacific Noncontiguous,COM,commercial,24.13,cents per kilowatthour
3692,2020,PACN,Pacific Noncontiguous,IND,industrial,22.01,cents per kilowatthour
3693,2020,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
3694,2020,PACN,Pacific Noncontiguous,RES,residential,27.02,cents per kilowatthour
3695,2020,PACN,Pacific Noncontiguous,TRA,transportation,0.0,cents per kilowatthour
3696,2020,US,U.S. Total,ALL,all sectors,10.59,cents per kilowatthour
3697,2020,US,U.S. Total,COM,commercial,10.59,cents per kilowatthour
3698,2020,US,U.S. Total,IND,industrial,6.67,cents per kilowatthour
3699,2020,US,U.S. Total,OTH,other,,cents per kilowatthour
3700,2020,US,U.S. Total,RES,residential,13.15,cents per kilowatthour
3701,2020,US,U.S. Total,TRA,transportation,9.9,cents per kilowatthour
3702,2017,AL,Alabama,ALL,all sectors,9.83,cents per kilowatthour
3703,2017,AL,Alabama,COM,commercial,11.6,cents per kilowatthour
3704,2017,AL,Alabama,IND,industrial,6.16,cents per kilowatthour
3705,2017,AL,Alabama,OTH,other,,cents per kilowatthour
3706,2017,AL,Alabama,RES,residential,12.55,cents per kilowatthour
3707,2017,AL,Alabama,TRA,transportation,0.0,cents per kilowatthour
3708,2017,AK,Alaska,ALL,all sectors,19.1,cents per kilowatthour
3709,2017,AK,Alaska,COM,commercial,18.89,cents per kilowatthour
3710,2017,AK,Alaska,IND,industrial,16.34,cents per kilowatthour
3711,2017,AK,Alaska,OTH,other,,cents per kilowatthour
3712,2017,OK,Oklahoma,IND,industrial,5.42,cents per kilowatthour
3713,2017,OK,Oklahoma,OTH,other,,cents per kilowatthour
3714,2017,OK,Oklahoma,RES,residential,10.61,cents per kilowatthour
3715,2017,OK,Oklahoma,TRA,transportation,0.0,cents per kilowatthour
3716,2017,OR,Oregon,ALL,all sectors,8.81,cents per kilowatthour
3717,2017,OR,Oregon,COM,commercial,8.86,cents per kilowatthour
3718,2017,OR,Oregon,IND,industrial,5.98,cents per kilowatthour
3719,2017,OR,Oregon,OTH,other,,cents per kilowatthour
3720,2017,OR,Oregon,RES,residential,10.66,cents per kilowatthour
3721,2017,OR,Oregon,TRA,transportation,9.35,cents per kilowatthour
3722,2017,PA,Pennsylvania,ALL,all sectors,10.13,cents per kilowatthour
3723,2017,PA,Pennsylvania,COM,commercial,8.98,cents per kilowatthour
3724,2017,PA,Pennsylvania,IND,industrial,6.77,cents per kilowatthour
3725,2017,PA,Pennsylvania,OTH,other,,cents per kilowatthour
3726,2017,PA,Pennsylvania,RES,residential,14.23,cents per kilowatthour
3727,2017,PA,Pennsylvania,TRA,transportation,7.16,cents per kilowatthour
3728,2017,RI,Rhode Island,ALL,all sectors,16.42,cents per kilowatthour
3729,2017,RI,Rhode Island,COM,commercial,15.2,cents per kilowatthour
3730,2017,RI,Rhode Island,IND,industrial,14.57,cents per kilowatthour
3731,2017,RI,Rhode Island,OTH,other,,cents per kilowatthour
3732,2017,RI,Rhode Island,RES,residential,18.32,cents per kilowatthour
3733,2017,RI,Rhode Island,TRA,transportation,17.08,cents per kilowatthour
3734,2017,SC,South Carolina,ALL,all sectors,9.97,cents per kilowatthour
3735,2017,SC,South Carolina,COM,commercial,10.57,cents per kilowatthour
3736,2017,SC,South Carolina,IND,industrial,6.19,cents per kilowatthour
3737,2017,SC,South Carolina,OTH,other,,cents per kilowatthour
3738,2017,SC,South Carolina,RES,residential,13.02,cents per kilowatthour
3739,2017,SC,South Carolina,TRA,transportation,0.0,cents per kilowatthour
3740,2017,SD,South Dakota,ALL,all sectors,10.05,cents per kilowatthour
3741,2017,SD,South Dakota,COM,commercial,9.74,cents per kilowatthour
3742,2017,SD,South Dakota,IND,industrial,7.84,cents per kilowatthour
3743,2017,SD,South Dakota,OTH,other,,cents per kilowatthour
3744,2017,SD,South Dakota,RES,residential,11.77,cents per kilowatthour
3745,2017,SD,South Dakota,TRA,transportation,0.0,cents per kilowatthour
3746,2017,TN,Tennessee,ALL,all sectors,9.45,cents per kilowatthour
3747,2017,TN,Tennessee,COM,commercial,10.55,cents per kilowatthour
3748,2017,TN,Tennessee,IND,industrial,5.83,cents per kilowatthour
3749,2017,TN,Tennessee,OTH,other,,cents per kilowatthour
3750,2017,TN,Tennessee,RES,residential,10.72,cents per kilowatthour
3751,2017,TN,Tennessee,TRA,transportation,0.0,cents per kilowatthour
3752,2017,TX,Texas,ALL,all sectors,8.38,cents per kilowatthour
3753,2017,TX,Texas,COM,commercial,8.26,cents per kilowatthour
3754,2017,TX,Texas,IND,industrial,5.35,cents per kilowatthour
3755,2017,TX,Texas,OTH,other,,cents per kilowatthour
3756,2017,TX,Texas,RES,residential,11.01,cents per kilowatthour
3757,2017,TX,Texas,TRA,transportation,8.16,cents per kilowatthour
3758,2017,UT,Utah,ALL,all sectors,8.6,cents per kilowatthour
3759,2017,UT,Utah,COM,commercial,8.64,cents per kilowatthour
3760,2013,MI,Michigan,ALL,all sectors,11.21,cents per kilowatthour
3761,2013,MI,Michigan,COM,commercial,11.06,cents per kilowatthour
3762,2013,MI,Michigan,IND,industrial,7.72,cents per kilowatthour
3763,2017,UT,Utah,IND,industrial,6.13,cents per kilowatthour
3764,2017,UT,Utah,OTH,other,,cents per kilowatthour
3765,2017,UT,Utah,RES,residential,10.95,cents per kilowatthour
3766,2017,UT,Utah,TRA,transportation,10.26,cents per kilowatthour
3767,2017,VT,Vermont,ALL,all sectors,14.6,cents per kilowatthour
3768,2017,VT,Vermont,COM,commercial,14.61,cents per kilowatthour
3769,2017,VT,Vermont,IND,industrial,10.21,cents per kilowatthour
3770,2017,VT,Vermont,OTH,other,,cents per kilowatthour
3771,2017,VT,Vermont,RES,residential,17.68,cents per kilowatthour
3772,2017,VT,Vermont,TRA,transportation,0.0,cents per kilowatthour
3773,2017,VA,Virginia,ALL,all sectors,9.18,cents per kilowatthour
3774,2017,VA,Virginia,COM,commercial,8.01,cents per kilowatthour
3775,2017,VA,Virginia,IND,industrial,6.51,cents per kilowatthour
3776,2017,VA,Virginia,OTH,other,,cents per kilowatthour
3777,2017,VA,Virginia,RES,residential,11.55,cents per kilowatthour
3778,2017,VA,Virginia,TRA,transportation,8.11,cents per kilowatthour
3779,2017,WA,Washington,ALL,all sectors,7.94,cents per kilowatthour
3780,2017,WA,Washington,COM,commercial,8.57,cents per kilowatthour
3781,2017,WA,Washington,IND,industrial,4.6,cents per kilowatthour
3782,2017,WA,Washington,OTH,other,,cents per kilowatthour
3783,2017,WA,Washington,RES,residential,9.66,cents per kilowatthour
3784,2017,WA,Washington,TRA,transportation,9.18,cents per kilowatthour
3785,2017,WV,West Virginia,ALL,all sectors,9.0,cents per kilowatthour
3786,2017,WV,West Virginia,COM,commercial,9.58,cents per kilowatthour
3787,2017,WV,West Virginia,IND,industrial,6.64,cents per kilowatthour
3788,2017,WV,West Virginia,OTH,other,,cents per kilowatthour
3789,2017,WV,West Virginia,RES,residential,11.63,cents per kilowatthour
3790,2017,WV,West Virginia,TRA,transportation,0.0,cents per kilowatthour
3791,2017,WI,Wisconsin,ALL,all sectors,10.76,cents per kilowatthour
3792,2017,WI,Wisconsin,COM,commercial,10.87,cents per kilowatthour
3793,2017,WI,Wisconsin,IND,industrial,7.49,cents per kilowatthour
3794,2017,WI,Wisconsin,OTH,other,,cents per kilowatthour
3795,2017,WI,Wisconsin,RES,residential,14.35,cents per kilowatthour
3796,2017,WI,Wisconsin,TRA,transportation,14.31,cents per kilowatthour
3797,2017,WY,Wyoming,ALL,all sectors,8.28,cents per kilowatthour
3798,2017,WY,Wyoming,COM,commercial,9.7,cents per kilowatthour
3799,2017,WY,Wyoming,IND,industrial,6.92,cents per kilowatthour
3800,2017,WY,Wyoming,OTH,other,,cents per kilowatthour
3801,2017,WY,Wyoming,RES,residential,11.37,cents per kilowatthour
3802,2017,WY,Wyoming,TRA,transportation,0.0,cents per kilowatthour
3803,2017,NEW,New England,ALL,all sectors,16.58,cents per kilowatthour
3804,2015,MTN,Mountain,OTH,other,,cents per kilowatthour
3805,2015,MTN,Mountain,RES,residential,11.83,cents per kilowatthour
3806,2015,MTN,Mountain,TRA,transportation,9.97,cents per kilowatthour
3807,2015,PACC,Pacific Contiguous,ALL,all sectors,12.82,cents per kilowatthour
3808,2015,PACC,Pacific Contiguous,COM,commercial,13.71,cents per kilowatthour
3809,2015,PACC,Pacific Contiguous,IND,industrial,9.03,cents per kilowatthour
3810,2015,PACC,Pacific Contiguous,OTH,other,,cents per kilowatthour
3811,2015,PACC,Pacific Contiguous,RES,residential,14.28,cents per kilowatthour
3812,2015,PACC,Pacific Contiguous,TRA,transportation,8.99,cents per kilowatthour
3813,2015,PACN,Pacific Noncontiguous,ALL,all sectors,22.8,cents per kilowatthour
3814,2015,PACN,Pacific Noncontiguous,COM,commercial,22.51,cents per kilowatthour
3815,2015,PACN,Pacific Noncontiguous,IND,industrial,20.77,cents per kilowatthour
3816,2015,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
3817,2015,PACN,Pacific Noncontiguous,RES,residential,25.34,cents per kilowatthour
3818,2015,PACN,Pacific Noncontiguous,TRA,transportation,0.0,cents per kilowatthour
3819,2015,US,U.S. Total,ALL,all sectors,10.41,cents per kilowatthour
3820,2015,US,U.S. Total,COM,commercial,10.64,cents per kilowatthour
3821,2015,US,U.S. Total,IND,industrial,6.91,cents per kilowatthour
3822,2015,US,U.S. Total,OTH,other,,cents per kilowatthour
3823,2015,US,U.S. Total,RES,residential,12.65,cents per kilowatthour
3824,2015,US,U.S. Total,TRA,transportation,10.09,cents per kilowatthour
3825,2013,MI,Michigan,OTH,other,,cents per kilowatthour
3826,2013,MI,Michigan,RES,residential,14.59,cents per kilowatthour
3827,2013,MI,Michigan,TRA,transportation,8.77,cents per kilowatthour
3828,2013,MN,Minnesota,ALL,all sectors,9.41,cents per kilowatthour
3829,2013,MN,Minnesota,COM,commercial,9.42,cents per kilowatthour
3830,2013,MN,Minnesota,IND,industrial,6.98,cents per kilowatthour
3831,2013,MN,Minnesota,OTH,other,,cents per kilowatthour
3832,2013,MN,Minnesota,RES,residential,11.81,cents per kilowatthour
3833,2010,KY,Kentucky,RES,residential,8.57,cents per kilowatthour
3834,2010,KY,Kentucky,TRA,transportation,0.0,cents per kilowatthour
3835,2010,LA,Louisiana,ALL,all sectors,7.8,cents per kilowatthour
3836,2010,LA,Louisiana,COM,commercial,8.5,cents per kilowatthour
3837,2010,LA,Louisiana,IND,industrial,5.84,cents per kilowatthour
3838,2010,LA,Louisiana,OTH,other,,cents per kilowatthour
3839,2010,LA,Louisiana,RES,residential,8.98,cents per kilowatthour
3840,2010,LA,Louisiana,TRA,transportation,9.46,cents per kilowatthour
3841,2010,ME,Maine,ALL,all sectors,12.84,cents per kilowatthour
3842,2010,ME,Maine,COM,commercial,12.51,cents per kilowatthour
3843,2010,ME,Maine,IND,industrial,9.17,cents per kilowatthour
3844,2010,ME,Maine,OTH,other,,cents per kilowatthour
3845,2010,ME,Maine,RES,residential,15.72,cents per kilowatthour
3846,2010,ME,Maine,TRA,transportation,0.0,cents per kilowatthour
3847,2010,MD,Maryland,ALL,all sectors,12.71,cents per kilowatthour
3848,2010,MD,Maryland,COM,commercial,11.75,cents per kilowatthour
3849,2010,MD,Maryland,IND,industrial,9.58,cents per kilowatthour
3850,2010,MD,Maryland,OTH,other,,cents per kilowatthour
3851,2010,MD,Maryland,RES,residential,14.32,cents per kilowatthour
3852,2010,MD,Maryland,TRA,transportation,9.89,cents per kilowatthour
3853,2010,MA,Massachusetts,ALL,all sectors,14.26,cents per kilowatthour
3854,2010,MA,Massachusetts,COM,commercial,14.53,cents per kilowatthour
3855,2010,MA,Massachusetts,IND,industrial,13.71,cents per kilowatthour
3856,2010,MA,Massachusetts,OTH,other,,cents per kilowatthour
3857,2010,MA,Massachusetts,RES,residential,14.59,cents per kilowatthour
3858,2010,MA,Massachusetts,TRA,transportation,6.4,cents per kilowatthour
3859,2010,MI,Michigan,ALL,all sectors,9.88,cents per kilowatthour
3860,2010,MI,Michigan,COM,commercial,9.81,cents per kilowatthour
3861,2010,MI,Michigan,IND,industrial,7.08,cents per kilowatthour
3862,2010,MI,Michigan,OTH,other,,cents per kilowatthour
3863,2010,MI,Michigan,RES,residential,12.46,cents per kilowatthour
3864,2010,MI,Michigan,TRA,transportation,10.65,cents per kilowatthour
3865,2010,MN,Minnesota,ALL,all sectors,8.41,cents per kilowatthour
3866,2010,MN,Minnesota,COM,commercial,8.38,cents per kilowatthour
3867,2010,MN,Minnesota,IND,industrial,6.29,cents per kilowatthour
3868,2010,MN,Minnesota,OTH,other,,cents per kilowatthour
3869,2010,MN,Minnesota,RES,residential,10.59,cents per kilowatthour
3870,2010,MN,Minnesota,TRA,transportation,7.77,cents per kilowatthour
3871,2010,MS,Mississippi,ALL,all sectors,8.59,cents per kilowatthour
3872,2010,MS,Mississippi,COM,commercial,9.32,cents per kilowatthour
3873,2010,MS,Mississippi,IND,industrial,6.32,cents per kilowatthour
3874,2010,MS,Mississippi,OTH,other,,cents per kilowatthour
3875,2010,MS,Mississippi,RES,residential,9.87,cents per kilowatthour
3876,2010,MS,Mississippi,TRA,transportation,0.0,cents per kilowatthour
3877,2010,MO,Missouri,ALL,all sectors,7.78,cents per kilowatthour
3878,2010,MO,Missouri,COM,commercial,7.5,cents per kilowatthour
3879,2010,MO,Missouri,IND,industrial,5.5,cents per kilowatthour
3880,2010,MO,Missouri,OTH,other,,cents per kilowatthour
3881,2010,MO,Missouri,RES,residential,9.08,cents per kilowatthour
3882,2010,MO,Missouri,TRA,transportation,6.14,cents per kilowatthour
3883,2010,MT,Montana,ALL,all sectors,7.84,cents per kilowatthour
3884,2010,MT,Montana,COM,commercial,8.55,cents per kilowatthour
3885,2010,MT,Montana,IND,industrial,5.55,cents per kilowatthour
3886,2010,MT,Montana,OTH,other,,cents per kilowatthour
3887,2010,MT,Montana,RES,residential,9.16,cents per kilowatthour
3888,2010,MT,Montana,TRA,transportation,0.0,cents per kilowatthour
3889,2010,NE,Nebraska,ALL,all sectors,7.52,cents per kilowatthour
3890,2010,NE,Nebraska,COM,commercial,7.63,cents per kilowatthour
3891,2010,NE,Nebraska,IND,industrial,6.0,cents per kilowatthour
3892,2010,NE,Nebraska,OTH,other,,cents per kilowatthour
3893,2010,NE,Nebraska,RES,residential,8.94,cents per kilowatthour
3894,2010,NE,Nebraska,TRA,transportation,0.0,cents per kilowatthour
3895,2020,NH,New Hampshire,TRA,transportation,0.0,cents per kilowatthour
3896,2020,NJ,New Jersey,ALL,all sectors,13.63,cents per kilowatthour
3897,2020,NJ,New Jersey,COM,commercial,12.35,cents per kilowatthour
3898,2020,NJ,New Jersey,IND,industrial,10.01,cents per kilowatthour
3899,2020,NJ,New Jersey,OTH,other,,cents per kilowatthour
3900,2020,NJ,New Jersey,RES,residential,16.03,cents per kilowatthour
3901,2020,NJ,New Jersey,TRA,transportation,9.19,cents per kilowatthour
3902,2020,NM,New Mexico,ALL,all sectors,9.33,cents per kilowatthour
3903,2020,NM,New Mexico,COM,commercial,10.28,cents per kilowatthour
3904,2020,NM,New Mexico,IND,industrial,5.58,cents per kilowatthour
3905,2020,NM,New Mexico,OTH,other,,cents per kilowatthour
3906,2020,NM,New Mexico,RES,residential,12.94,cents per kilowatthour
3907,2020,NM,New Mexico,TRA,transportation,0.0,cents per kilowatthour
3908,2020,NY,New York,ALL,all sectors,14.87,cents per kilowatthour
3909,2020,NY,New York,COM,commercial,14.56,cents per kilowatthour
3910,2020,NY,New York,IND,industrial,5.54,cents per kilowatthour
3911,2020,NY,New York,OTH,other,,cents per kilowatthour
3912,2020,NY,New York,RES,residential,18.36,cents per kilowatthour
3913,2020,NY,New York,TRA,transportation,12.14,cents per kilowatthour
3914,2020,NC,North Carolina,ALL,all sectors,9.43,cents per kilowatthour
3915,2020,NC,North Carolina,COM,commercial,8.69,cents per kilowatthour
3916,2020,NC,North Carolina,IND,industrial,6.31,cents per kilowatthour
3917,2020,NC,North Carolina,OTH,other,,cents per kilowatthour
3918,2020,NC,North Carolina,RES,residential,11.38,cents per kilowatthour
3919,2020,NC,North Carolina,TRA,transportation,7.67,cents per kilowatthour
3920,2020,ND,North Dakota,ALL,all sectors,8.53,cents per kilowatthour
3921,2020,ND,North Dakota,COM,commercial,9.02,cents per kilowatthour
3922,2020,ND,North Dakota,IND,industrial,7.26,cents per kilowatthour
3923,2020,ND,North Dakota,OTH,other,,cents per kilowatthour
3924,2020,ND,North Dakota,RES,residential,10.44,cents per kilowatthour
3925,2020,ND,North Dakota,TRA,transportation,0.0,cents per kilowatthour
3926,2020,OH,Ohio,ALL,all sectors,9.44,cents per kilowatthour
3927,2020,OH,Ohio,COM,commercial,9.53,cents per kilowatthour
3928,2020,OH,Ohio,IND,industrial,6.16,cents per kilowatthour
3929,2020,OH,Ohio,OTH,other,,cents per kilowatthour
3930,2020,OH,Ohio,RES,residential,12.29,cents per kilowatthour
3931,2020,OH,Ohio,TRA,transportation,6.71,cents per kilowatthour
3932,2010,NV,Nevada,ALL,all sectors,9.73,cents per kilowatthour
3933,2018,AR,Arkansas,RES,residential,9.81,cents per kilowatthour
3934,2018,AR,Arkansas,TRA,transportation,11.35,cents per kilowatthour
3935,2018,CA,California,ALL,all sectors,16.58,cents per kilowatthour
3936,2018,CA,California,COM,commercial,16.34,cents per kilowatthour
3937,2018,CA,California,IND,industrial,13.2,cents per kilowatthour
3938,2018,CA,California,OTH,other,,cents per kilowatthour
3939,2018,CA,California,RES,residential,18.84,cents per kilowatthour
3940,2018,CA,California,TRA,transportation,8.64,cents per kilowatthour
3941,2018,CO,Colorado,ALL,all sectors,10.02,cents per kilowatthour
3942,2018,CO,Colorado,COM,commercial,10.02,cents per kilowatthour
3943,2018,CO,Colorado,IND,industrial,7.47,cents per kilowatthour
3944,2018,CO,Colorado,OTH,other,,cents per kilowatthour
3945,2018,CO,Colorado,RES,residential,12.15,cents per kilowatthour
3946,2020,ESC,East South Central,OTH,other,,cents per kilowatthour
3947,2020,ESC,East South Central,RES,residential,11.34,cents per kilowatthour
3948,2020,ESC,East South Central,TRA,transportation,0.0,cents per kilowatthour
3949,2020,WSC,West South Central,ALL,all sectors,8.17,cents per kilowatthour
3950,2020,WSC,West South Central,COM,commercial,7.82,cents per kilowatthour
3951,2020,WSC,West South Central,IND,industrial,5.06,cents per kilowatthour
3952,2020,WSC,West South Central,OTH,other,,cents per kilowatthour
3953,2020,WSC,West South Central,RES,residential,11.17,cents per kilowatthour
3954,2020,WSC,West South Central,TRA,transportation,6.65,cents per kilowatthour
3955,2020,MTN,Mountain,ALL,all sectors,9.4,cents per kilowatthour
3956,2020,MTN,Mountain,COM,commercial,9.46,cents per kilowatthour
3957,2020,MTN,Mountain,IND,industrial,6.25,cents per kilowatthour
3958,2020,MTN,Mountain,OTH,other,,cents per kilowatthour
3959,2020,MTN,Mountain,RES,residential,11.76,cents per kilowatthour
3960,2020,MTN,Mountain,TRA,transportation,9.33,cents per kilowatthour
3961,2020,PACC,Pacific Contiguous,ALL,all sectors,14.63,cents per kilowatthour
3962,2020,PACC,Pacific Contiguous,COM,commercial,15.07,cents per kilowatthour
3963,2020,PACC,Pacific Contiguous,IND,industrial,10.3,cents per kilowatthour
3964,2012,DC,District of Columbia,COM,commercial,12.02,cents per kilowatthour
3965,2012,DC,District of Columbia,IND,industrial,5.46,cents per kilowatthour
3966,2012,DC,District of Columbia,OTH,other,,cents per kilowatthour
3967,2013,MA,Massachusetts,RES,residential,15.83,cents per kilowatthour
3968,2013,MA,Massachusetts,TRA,transportation,13.06,cents per kilowatthour
3969,2012,DC,District of Columbia,RES,residential,12.28,cents per kilowatthour
3970,2012,DC,District of Columbia,TRA,transportation,9.01,cents per kilowatthour
3971,2012,FL,Florida,ALL,all sectors,10.44,cents per kilowatthour
3972,2012,FL,Florida,COM,commercial,9.66,cents per kilowatthour
3973,2012,FL,Florida,IND,industrial,8.04,cents per kilowatthour
3974,2012,FL,Florida,OTH,other,,cents per kilowatthour
3975,2012,FL,Florida,RES,residential,11.42,cents per kilowatthour
3976,2012,FL,Florida,TRA,transportation,8.45,cents per kilowatthour
3977,2012,GA,Georgia,ALL,all sectors,9.37,cents per kilowatthour
3978,2012,GA,Georgia,COM,commercial,9.58,cents per kilowatthour
3979,2012,GA,Georgia,IND,industrial,5.98,cents per kilowatthour
3980,2012,GA,Georgia,OTH,other,,cents per kilowatthour
3981,2012,GA,Georgia,RES,residential,11.17,cents per kilowatthour
3982,2012,GA,Georgia,TRA,transportation,7.65,cents per kilowatthour
3983,2012,HI,Hawaii,ALL,all sectors,34.04,cents per kilowatthour
3984,2012,HI,Hawaii,COM,commercial,34.88,cents per kilowatthour
3985,2010,IL,Illinois,COM,commercial,8.88,cents per kilowatthour
3986,2010,IL,Illinois,IND,industrial,6.82,cents per kilowatthour
3987,2010,IL,Illinois,OTH,other,,cents per kilowatthour
3988,2010,IL,Illinois,RES,residential,11.52,cents per kilowatthour
3989,2010,IL,Illinois,TRA,transportation,6.72,cents per kilowatthour
3990,2010,IN,Indiana,ALL,all sectors,7.67,cents per kilowatthour
3991,2010,IN,Indiana,COM,commercial,8.38,cents per kilowatthour
3992,2010,IN,Indiana,IND,industrial,5.87,cents per kilowatthour
3993,2010,IN,Indiana,OTH,other,,cents per kilowatthour
3994,2010,IN,Indiana,RES,residential,9.56,cents per kilowatthour
3995,2010,IN,Indiana,TRA,transportation,9.21,cents per kilowatthour
3996,2010,IA,Iowa,ALL,all sectors,7.66,cents per kilowatthour
3997,2010,IA,Iowa,COM,commercial,7.91,cents per kilowatthour
3998,2010,IA,Iowa,IND,industrial,5.36,cents per kilowatthour
3999,2010,IA,Iowa,OTH,other,,cents per kilowatthour
4000,2010,IA,Iowa,RES,residential,10.42,cents per kilowatthour
4001,2010,IA,Iowa,TRA,transportation,0.0,cents per kilowatthour
4002,2010,KS,Kansas,ALL,all sectors,8.35,cents per kilowatthour
4003,2010,KS,Kansas,COM,commercial,8.25,cents per kilowatthour
4004,2010,KS,Kansas,IND,industrial,6.23,cents per kilowatthour
4005,2010,KS,Kansas,OTH,other,,cents per kilowatthour
4006,2010,KS,Kansas,RES,residential,10.03,cents per kilowatthour
4007,2010,KS,Kansas,TRA,transportation,0.0,cents per kilowatthour
4008,2010,KY,Kentucky,ALL,all sectors,6.73,cents per kilowatthour
4009,2010,KY,Kentucky,COM,commercial,7.88,cents per kilowatthour
4010,2010,KY,Kentucky,IND,industrial,5.05,cents per kilowatthour
4011,2010,KY,Kentucky,OTH,other,,cents per kilowatthour
4012,2012,HI,Hawaii,IND,industrial,30.82,cents per kilowatthour
4013,2012,HI,Hawaii,OTH,other,,cents per kilowatthour
4014,2012,HI,Hawaii,RES,residential,37.34,cents per kilowatthour
4015,2012,HI,Hawaii,TRA,transportation,0.0,cents per kilowatthour
4016,2012,ID,Idaho,ALL,all sectors,6.92,cents per kilowatthour
4017,2012,ID,Idaho,COM,commercial,6.86,cents per kilowatthour
4018,2012,ID,Idaho,IND,industrial,5.48,cents per kilowatthour
4019,2012,ID,Idaho,OTH,other,,cents per kilowatthour
4020,2012,ID,Idaho,RES,residential,8.67,cents per kilowatthour
4021,2012,ID,Idaho,TRA,transportation,0.0,cents per kilowatthour
4022,2012,IL,Illinois,ALL,all sectors,8.4,cents per kilowatthour
4023,2012,IL,Illinois,COM,commercial,7.99,cents per kilowatthour
4024,2008,DC,District of Columbia,TRA,transportation,14.01,cents per kilowatthour
4025,2008,GA,Georgia,TRA,transportation,7.15,cents per kilowatthour
4026,2008,HI,Hawaii,TRA,transportation,0.0,cents per kilowatthour
4027,2008,ID,Idaho,TRA,transportation,0.0,cents per kilowatthour
4028,2008,IN,Indiana,TRA,transportation,9.6,cents per kilowatthour
4029,2008,IA,Iowa,TRA,transportation,0.0,cents per kilowatthour
4030,2008,ME,Maine,TRA,transportation,0.0,cents per kilowatthour
4031,2008,MA,Massachusetts,TRA,transportation,10.06,cents per kilowatthour
4032,2008,MN,Minnesota,TRA,transportation,8.04,cents per kilowatthour
4033,2008,MO,Missouri,TRA,transportation,5.4,cents per kilowatthour
4034,2008,MT,Montana,TRA,transportation,0.0,cents per kilowatthour
4035,2008,NE,Nebraska,TRA,transportation,0.0,cents per kilowatthour
4036,2008,NH,New Hampshire,TRA,transportation,0.0,cents per kilowatthour
4037,2008,NJ,New Jersey,TRA,transportation,13.23,cents per kilowatthour
4038,2008,NY,New York,TRA,transportation,12.64,cents per kilowatthour
4039,2008,ND,North Dakota,TRA,transportation,0.0,cents per kilowatthour
4040,2008,OK,Oklahoma,TRA,transportation,0.0,cents per kilowatthour
4041,2020,CA,California,COM,commercial,17.53,cents per kilowatthour
4042,2020,CA,California,IND,industrial,14.27,cents per kilowatthour
4043,2020,CA,California,OTH,other,,cents per kilowatthour
4044,2020,CA,California,RES,residential,20.45,cents per kilowatthour
4045,2018,CO,Colorado,TRA,transportation,9.0,cents per kilowatthour
4046,2018,CT,Connecticut,ALL,all sectors,18.41,cents per kilowatthour
4047,2018,CT,Connecticut,COM,commercial,16.76,cents per kilowatthour
4048,2018,CT,Connecticut,IND,industrial,13.77,cents per kilowatthour
4049,2018,CT,Connecticut,OTH,other,,cents per kilowatthour
4050,2018,CT,Connecticut,RES,residential,21.2,cents per kilowatthour
4051,2018,CT,Connecticut,TRA,transportation,12.84,cents per kilowatthour
4052,2009,ID,Idaho,TRA,transportation,0.0,cents per kilowatthour
4053,2009,IL,Illinois,TRA,transportation,8.39,cents per kilowatthour
4054,2009,IN,Indiana,TRA,transportation,9.65,cents per kilowatthour
4055,2009,KS,Kansas,TRA,transportation,0.0,cents per kilowatthour
4056,2009,MS,Mississippi,TRA,transportation,0.0,cents per kilowatthour
4057,2010,HI,Hawaii,COM,commercial,25.93,cents per kilowatthour
4058,2010,HI,Hawaii,IND,industrial,21.94,cents per kilowatthour
4059,2010,HI,Hawaii,OTH,other,,cents per kilowatthour
4060,2010,HI,Hawaii,RES,residential,28.1,cents per kilowatthour
