,period,stateid,stateDescription,sectorid,sectorName,price,price-units
0,2014,NY,New York,TRA,transportation,13.82,cents per kilowatthour
1,2014,NC,North Carolina,ALL,all sectors,9.33,cents per kilowatthour
2,2014,NC,North Carolina,COM,commercial,8.75,cents per kilowatthour
3,2014,NC,North Carolina,IND,industrial,6.5,cents per kilowatthour
4,2014,NC,North Carolina,OTH,other,,cents per kilowatthour
5,2014,NC,North Carolina,RES,residential,11.1,cents per kilowatthour
6,2014,NC,North Carolina,TRA,transportation,7.84,cents per kilowatthour
7,2014,ND,North Dakota,ALL,all sectors,8.41,cents per kilowatthour
8,2014,ND,North Dakota,COM,commercial,8.79,cents per kilowatthour
9,2014,ND,North Dakota,IND,industrial,7.62,cents per kilowatthour
10,2014,ND,North Dakota,OTH,other,,cents per kilowatthour
11,2014,ND,North Dakota,RES,residential,9.15,cents per kilowatthour
12,2014,ND,North Dakota,TRA,transportation,0.0,cents per kilowatthour
13,2014,OH,Ohio,ALL,all sectors,9.73,cents per kilowatthour
14,2014,OH,Ohio,COM,commercial,9.83,cents per kilowatthour
15,2014,OH,Ohio,IND,industrial,6.77,cents per kilowatthour
16,2014,OH,Ohio,OTH,other,,cents per kilowatthour
17,2014,OH,Ohio,RES,residential,12.5,cents per kilowatthour
18,2014,OH,Ohio,TRA,transportation,8.78,cents per kilowatthour
19,2014,OK,Oklahoma,ALL,all sectors,8.18,cents per kilowatthour
20,2014,OK,Oklahoma,COM,commercial,8.09,cents per kilowatthour
21,2014,OK,Oklahoma,IND,industrial,5.85,cents per kilowatthour
22,2014,OK,Oklahoma,OTH,other,,cents per kilowatthour
23,2014,OK,Oklahoma,RES,residential,10.03,cents per kilowatthour
24,2014,OK,Oklahoma,TRA,transportation,0.0,cents per kilowatthour
25,2014,OR,Oregon,ALL,all sectors,8.68,cents per kilowatthour
26,2014,OR,Oregon,COM,commercial,8.75,cents per kilowatthour
27,2014,OR,Oregon,IND,industrial,5.97,cents per kilowatthour
28,2014,OR,Oregon,OTH,other,,cents per kilowatthour
29,2014,OR,Oregon,RES,residential,10.47,cents per kilowatthour
30,2014,OR,Oregon,TRA,transportation,9.21,cents per kilowatthour
31,2014,PA,Pennsylvania,ALL,all sectors,10.28,cents per kilowatthour
32,2014,PA,Pennsylvania,COM,commercial,9.73,cents per kilowatthour
33,2014,PA,Pennsylvania,IND,industrial,7.41,cents per kilowatthour
34,2014,PA,Pennsylvania,OTH,other,,cents per kilowatthour
35,2014,PA,Pennsylvania,RES,residential,13.32,cents per kilowatthour
36,2014,PA,Pennsylvania,TRA,transportation,7.65,cents per kilowatthour
37,2014,RI,Rhode Island,ALL,all sectors,15.41,cents per kilowatthour
38,2014,RI,Rhode Island,COM,commercial,14.56,cents per kilowatthour
39,2014,RI,Rhode Island,IND,industrial,12.86,cents per kilowatthour
40,2014,RI,Rhode Island,OTH,other,,cents per kilowatthour
41,2014,RI,Rhode Island,RES,residential,17.17,cents per kilowatthour
42,2014,RI,Rhode Island,TRA,transportation,14.89,cents per kilowatthour
43,2014,SC,South Carolina,ALL,all sectors,9.67,cents per kilowatthour
44,2014,SC,South Carolina,COM,commercial,10.28,cents per kilowatthour
45,2014,SC,South Carolina,IND,industrial,6.29,cents per kilowatthour
46,2014,SC,South Carolina,OTH,other,,cents per kilowatthour
47,2014,SC,South Carolina,RES,residential,12.45,cents per kilowatthour
48,2014,SC,South Carolina,TRA,transportation,0.0,cents per kilowatthour
49,2014,SD,South Dakota,ALL,all sectors,9.05,cents per kilowatthour
50,2014,SD,South Dakota,COM,commercial,8.89,cents per kilowatthour
51,2014,SD,South Dakota,IND,industrial,6.99,cents per kilowatthour
52,2014,SD,South Dakota,OTH,other,,cents per kilowatthour
53,2014,SD,South Dakota,RES,residential,10.47,cents per kilowatthour
54,2018,MO,Missouri,IND,industrial,7.22,cents per kilowatthour
55,2018,MO,Missouri,OTH,other,,cents per kilowatthour
56,2018,MO,Missouri,RES,residential,11.34,cents per kilowatthour
57,2018,MO,Missouri,TRA,transportation,8.52,cents per kilowatthour
58,2018,MT,Montana,ALL,all sectors,8.84,cents per kilowatthour
59,2018,MT,Montana,COM,commercial,10.11,cents per kilowatthour
60,2018,MT,Montana,IND,industrial,5.19,cents per kilowatthour
61,2018,MT,Montana,OTH,other,,cents per kilowatthour
62,2018,MT,Montana,RES,residential,10.96,cents per kilowatthour
63,2018,MT,Montana,TRA,transportation,0.0,cents per kilowatthour
64,2018,NE,Nebraska,ALL,all sectors,9.02,cents per kilowatthour
65,2018,NE,Nebraska,COM,commercial,8.83,cents per kilowatthour
66,2018,NE,Nebraska,IND,industrial,7.6,cents per kilowatthour
67,2020,AZ,Arizona,COM,commercial,10.11,cents per kilowatthour
68,2020,AZ,Arizona,IND,industrial,6.07,cents per kilowatthour
69,2020,AZ,Arizona,OTH,other,,cents per kilowatthour
70,2020,AZ,Arizona,RES,residential,12.27,cents per kilowatthour
71,2020,AZ,Arizona,TRA,transportation,9.38,cents per kilowatthour
72,2020,AR,Arkansas,ALL,all sectors,8.32,cents per kilowatthour
73,2020,AR,Arkansas,COM,commercial,8.61,cents per kilowatthour
74,2020,AR,Arkansas,IND,industrial,5.89,cents per kilowatthour
75,2020,AR,Arkansas,OTH,other,,cents per kilowatthour
76,2020,AR,Arkansas,RES,residential,10.41,cents per kilowatthour
77,2020,AR,Arkansas,TRA,transportation,13.32,cents per kilowatthour
78,2020,CA,California,ALL,all sectors,18.0,cents per kilowatthour
79,2017,MD,Maryland,ALL,all sectors,11.98,cents per kilowatthour
80,2017,MD,Maryland,COM,commercial,10.75,cents per kilowatthour
81,2017,MD,Maryland,IND,industrial,8.37,cents per kilowatthour
82,2017,MD,Maryland,OTH,other,,cents per kilowatthour
83,2017,MD,Maryland,RES,residential,13.96,cents per kilowatthour
84,2017,MD,Maryland,TRA,transportation,7.74,cents per kilowatthour
85,2017,MA,Massachusetts,ALL,all sectors,17.12,cents per kilowatthour
86,2017,MA,Massachusetts,COM,commercial,15.93,cents per kilowatthour
87,2017,MA,Massachusetts,IND,industrial,13.88,cents per kilowatthour
88,2017,MA,Massachusetts,OTH,other,,cents per kilowatthour
89,2017,MA,Massachusetts,RES,residential,20.06,cents per kilowatthour
90,2017,MA,Massachusetts,TRA,transportation,6.22,cents per kilowatthour
91,2017,MI,Michigan,ALL,all sectors,11.28,cents per kilowatthour
92,2017,MI,Michigan,COM,commercial,11.0,cents per kilowatthour
93,2017,MI,Michigan,IND,industrial,7.19,cents per kilowatthour
94,2017,MI,Michigan,OTH,other,,cents per kilowatthour
95,2017,CO,Colorado,IND,industrial,7.5,cents per kilowatthour
96,2017,CO,Colorado,OTH,other,,cents per kilowatthour
97,2017,CO,Colorado,RES,residential,12.17,cents per kilowatthour
98,2017,CO,Colorado,TRA,transportation,9.77,cents per kilowatthour
99,2017,CT,Connecticut,ALL,all sectors,17.55,cents per kilowatthour
100,2017,CT,Connecticut,COM,commercial,16.06,cents per kilowatthour
101,2017,CT,Connecticut,IND,industrial,13.1,cents per kilowatthour
102,2017,CT,Connecticut,OTH,other,,cents per kilowatthour
103,2017,CT,Connecticut,RES,residential,20.29,cents per kilowatthour
104,2017,CT,Connecticut,TRA,transportation,10.95,cents per kilowatthour
105,2017,DE,Delaware,ALL,all sectors,10.9,cents per kilowatthour
106,2017,DE,Delaware,COM,commercial,9.89,cents per kilowatthour
107,2017,DE,Delaware,IND,industrial,7.78,cents per kilowatthour
108,2017,DE,Delaware,OTH,other,,cents per kilowatthour
109,2017,DE,Delaware,RES,residential,13.35,cents per kilowatthour
110,2014,FL,Florida,ALL,all sectors,10.77,cents per kilowatthour
111,2014,FL,Florida,COM,commercial,9.87,cents per kilowatthour
112,2007,PACC,Pacific Contiguous,OTH,other,,cents per kilowatthour
113,2007,PACC,Pacific Contiguous,RES,residential,11.82,cents per kilowatthour
114,2007,PACC,Pacific Contiguous,TRA,transportation,8.33,cents per kilowatthour
115,2007,PACN,Pacific Noncontiguous,ALL,all sectors,18.29,cents per kilowatthour
116,2007,PACN,Pacific Noncontiguous,COM,commercial,17.58,cents per kilowatthour
117,2007,PACN,Pacific Noncontiguous,IND,industrial,16.86,cents per kilowatthour
118,2007,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
119,2007,PACN,Pacific Noncontiguous,RES,residential,20.56,cents per kilowatthour
120,2007,PACN,Pacific Noncontiguous,TRA,transportation,0.0,cents per kilowatthour
121,2007,US,U.S. Total,ALL,all sectors,9.13,cents per kilowatthour
122,2007,US,U.S. Total,COM,commercial,9.65,cents per kilowatthour
123,2007,US,U.S. Total,IND,industrial,6.39,cents per kilowatthour
124,2007,US,U.S. Total,OTH,other,,cents per kilowatthour
125,2007,US,U.S. Total,RES,residential,10.65,cents per kilowatthour
126,2007,US,U.S. Total,TRA,transportation,9.7,cents per kilowatthour
127,2014,NH,New Hampshire,RES,residential,17.53,cents per kilowatthour
128,2014,NH,New Hampshire,TRA,transportation,0.0,cents per kilowatthour
129,2014,NJ,New Jersey,ALL,all sectors,13.95,cents per kilowatthour
130,2014,NJ,New Jersey,COM,commercial,13.15,cents per kilowatthour
131,2014,NJ,New Jersey,IND,industrial,11.38,cents per kilowatthour
132,2014,NJ,New Jersey,OTH,other,,cents per kilowatthour
133,2014,NJ,New Jersey,RES,residential,15.78,cents per kilowatthour
134,2014,NJ,New Jersey,TRA,transportation,10.43,cents per kilowatthour
135,2014,NM,New Mexico,ALL,all sectors,9.65,cents per kilowatthour
136,2014,NM,New Mexico,COM,commercial,10.27,cents per kilowatthour
137,2014,NM,New Mexico,IND,industrial,6.61,cents per kilowatthour
138,2014,NM,New Mexico,OTH,other,,cents per kilowatthour
139,2014,NM,New Mexico,RES,residential,12.28,cents per kilowatthour
140,2014,NM,New Mexico,TRA,transportation,0.0,cents per kilowatthour
141,2014,NY,New York,ALL,all sectors,16.25,cents per kilowatthour
142,2014,NY,New York,COM,commercial,16.12,cents per kilowatthour
143,2014,NY,New York,IND,industrial,6.58,cents per kilowatthour
144,2014,NY,New York,OTH,other,,cents per kilowatthour
145,2014,NY,New York,RES,residential,20.07,cents per kilowatthour
146,2007,ESC,East South Central,ALL,all sectors,7.01,cents per kilowatthour
147,2007,ESC,East South Central,COM,commercial,8.07,cents per kilowatthour
148,2007,ESC,East South Central,IND,industrial,5.04,cents per kilowatthour
149,2007,ESC,East South Central,OTH,other,,cents per kilowatthour
150,2007,ESC,East South Central,RES,residential,8.35,cents per kilowatthour
151,2007,ESC,East South Central,TRA,transportation,10.31,cents per kilowatthour
152,2007,WSC,West South Central,ALL,all sectors,9.27,cents per kilowatthour
153,2007,WSC,West South Central,COM,commercial,9.26,cents per kilowatthour
154,2007,WSC,West South Central,IND,industrial,7.14,cents per kilowatthour
155,2007,WSC,West South Central,OTH,other,,cents per kilowatthour
156,2007,WSC,West South Central,RES,residential,11.15,cents per kilowatthour
157,2007,WSC,West South Central,TRA,transportation,8.65,cents per kilowatthour
158,2007,MTN,Mountain,ALL,all sectors,7.69,cents per kilowatthour
159,2007,MTN,Mountain,COM,commercial,7.77,cents per kilowatthour
160,2007,MTN,Mountain,IND,industrial,5.68,cents per kilowatthour
161,2007,MTN,Mountain,OTH,other,,cents per kilowatthour
162,2007,MTN,Mountain,RES,residential,9.31,cents per kilowatthour
163,2007,MTN,Mountain,TRA,transportation,7.56,cents per kilowatthour
164,2007,PACC,Pacific Contiguous,ALL,all sectors,10.71,cents per kilowatthour
165,2007,PACC,Pacific Contiguous,COM,commercial,11.19,cents per kilowatthour
166,2007,PACC,Pacific Contiguous,IND,industrial,7.89,cents per kilowatthour
167,2014,FL,Florida,IND,industrial,7.9,cents per kilowatthour
168,2014,FL,Florida,OTH,other,,cents per kilowatthour
169,2014,FL,Florida,RES,residential,11.89,cents per kilowatthour
170,2014,FL,Florida,TRA,transportation,9.25,cents per kilowatthour
171,2014,GA,Georgia,ALL,all sectors,10.03,cents per kilowatthour
172,2014,GA,Georgia,COM,commercial,10.36,cents per kilowatthour
173,2014,GA,Georgia,IND,industrial,6.64,cents per kilowatthour
174,2014,GA,Georgia,OTH,other,,cents per kilowatthour
175,2014,GA,Georgia,RES,residential,11.65,cents per kilowatthour
176,2014,GA,Georgia,TRA,transportation,6.98,cents per kilowatthour
177,2014,HI,Hawaii,ALL,all sectors,33.43,cents per kilowatthour
178,2014,HI,Hawaii,COM,commercial,34.21,cents per kilowatthour
179,2014,HI,Hawaii,IND,industrial,30.22,cents per kilowatthour
180,2014,HI,Hawaii,OTH,other,,cents per kilowatthour
181,2014,HI,Hawaii,RES,residential,37.04,cents per kilowatthour
182,2014,HI,Hawaii,TRA,transportation,0.0,cents per kilowatthour
183,2014,ID,Idaho,ALL,all sectors,7.93,cents per kilowatthour
184,2014,ID,Idaho,COM,commercial,7.78,cents per kilowatthour
185,2014,ID,Idaho,IND,industrial,6.4,cents per kilowatthour
186,2014,ID,Idaho,OTH,other,,cents per kilowatthour
187,2014,ID,Idaho,RES,residential,9.72,cents per kilowatthour
188,2014,ID,Idaho,TRA,transportation,0.0,cents per kilowatthour
189,2014,IL,Illinois,ALL,all sectors,9.36,cents per kilowatthour
190,2014,IL,Illinois,COM,commercial,9.26,cents per kilowatthour
191,2014,IL,Illinois,IND,industrial,6.85,cents per kilowatthour
192,2014,IL,Illinois,OTH,other,,cents per kilowatthour
193,2014,IL,Illinois,RES,residential,11.91,cents per kilowatthour
194,2014,IL,Illinois,TRA,transportation,6.85,cents per kilowatthour
195,2014,IN,Indiana,ALL,all sectors,9.06,cents per kilowatthour
196,2014,IN,Indiana,COM,commercial,9.96,cents per kilowatthour
197,2014,IN,Indiana,IND,industrial,6.97,cents per kilowatthour
198,2014,IN,Indiana,OTH,other,,cents per kilowatthour
199,2014,IN,Indiana,RES,residential,11.46,cents per kilowatthour
200,2014,IN,Indiana,TRA,transportation,10.2,cents per kilowatthour
201,2014,IA,Iowa,ALL,all sectors,8.15,cents per kilowatthour
202,2014,IA,Iowa,COM,commercial,8.67,cents per kilowatthour
203,2014,IA,Iowa,IND,industrial,5.71,cents per kilowatthour
204,2014,IA,Iowa,OTH,other,,cents per kilowatthour
205,2014,IA,Iowa,RES,residential,11.16,cents per kilowatthour
206,2014,IA,Iowa,TRA,transportation,0.0,cents per kilowatthour
207,2014,KS,Kansas,ALL,all sectors,10.16,cents per kilowatthour
208,2014,KS,Kansas,COM,commercial,10.13,cents per kilowatthour
209,2005,NM,New Mexico,RES,residential,9.13,cents per kilowatthour
210,2005,NM,New Mexico,TRA,transportation,0.0,cents per kilowatthour
211,2005,NY,New York,ALL,all sectors,13.95,cents per kilowatthour
212,2005,NY,New York,COM,commercial,14.36,cents per kilowatthour
213,2005,NY,New York,IND,industrial,8.23,cents per kilowatthour
214,2005,NY,New York,OTH,other,,cents per kilowatthour
215,2005,NY,New York,RES,residential,15.72,cents per kilowatthour
216,2005,NY,New York,TRA,transportation,11.39,cents per kilowatthour
217,2005,NC,North Carolina,ALL,all sectors,7.19,cents per kilowatthour
218,2005,NC,North Carolina,COM,commercial,6.86,cents per kilowatthour
219,2005,NC,North Carolina,IND,industrial,5.04,cents per kilowatthour
220,2005,NC,North Carolina,OTH,other,,cents per kilowatthour
221,2005,NC,North Carolina,RES,residential,8.65,cents per kilowatthour
222,2005,NC,North Carolina,TRA,transportation,8.33,cents per kilowatthour
223,2005,ND,North Dakota,ALL,all sectors,5.92,cents per kilowatthour
224,2005,ND,North Dakota,COM,commercial,6.11,cents per kilowatthour
225,2005,ND,North Dakota,IND,industrial,4.32,cents per kilowatthour
226,2005,ND,North Dakota,OTH,other,,cents per kilowatthour
227,2005,ND,North Dakota,RES,residential,6.99,cents per kilowatthour
228,2005,ND,North Dakota,TRA,transportation,0.0,cents per kilowatthour
229,2005,OH,Ohio,ALL,all sectors,7.08,cents per kilowatthour
230,2005,OH,Ohio,COM,commercial,7.93,cents per kilowatthour
231,2005,OH,Ohio,IND,industrial,5.1,cents per kilowatthour
232,2005,OH,Ohio,OTH,other,,cents per kilowatthour
233,2005,OH,Ohio,RES,residential,8.51,cents per kilowatthour
234,2005,OH,Ohio,TRA,transportation,9.03,cents per kilowatthour
235,2005,OK,Oklahoma,ALL,all sectors,6.85,cents per kilowatthour
236,2005,OK,Oklahoma,COM,commercial,7.0,cents per kilowatthour
237,2005,OK,Oklahoma,IND,industrial,5.11,cents per kilowatthour
238,2005,OK,Oklahoma,OTH,other,,cents per kilowatthour
239,2005,OK,Oklahoma,RES,residential,7.95,cents per kilowatthour
240,2005,OK,Oklahoma,TRA,transportation,0.0,cents per kilowatthour
241,2005,OR,Oregon,ALL,all sectors,6.34,cents per kilowatthour
242,2005,OR,Oregon,COM,commercial,6.51,cents per kilowatthour
243,2005,OR,Oregon,IND,industrial,4.83,cents per kilowatthour
244,2005,OR,Oregon,OTH,other,,cents per kilowatthour
245,2005,OR,Oregon,RES,residential,7.25,cents per kilowatthour
246,2005,OR,Oregon,TRA,transportation,6.36,cents per kilowatthour
247,2005,PA,Pennsylvania,ALL,all sectors,8.27,cents per kilowatthour
248,2005,PA,Pennsylvania,COM,commercial,8.5,cents per kilowatthour
249,2005,PA,Pennsylvania,IND,industrial,6.29,cents per kilowatthour
250,2005,PA,Pennsylvania,OTH,other,,cents per kilowatthour
251,2005,PA,Pennsylvania,RES,residential,9.86,cents per kilowatthour
252,2005,PA,Pennsylvania,TRA,transportation,7.22,cents per kilowatthour
253,2005,RI,Rhode Island,ALL,all sectors,11.97,cents per kilowatthour
254,2005,RI,Rhode Island,COM,commercial,11.71,cents per kilowatthour
255,2005,RI,Rhode Island,IND,industrial,10.01,cents per kilowatthour
256,2005,RI,Rhode Island,OTH,other,,cents per kilowatthour
257,2005,RI,Rhode Island,RES,residential,13.04,cents per kilowatthour
258,2005,RI,Rhode Island,TRA,transportation,0.0,cents per kilowatthour
259,2005,SC,South Carolina,ALL,all sectors,6.72,cents per kilowatthour
260,2005,SC,South Carolina,COM,commercial,7.39,cents per kilowatthour
261,2005,SC,South Carolina,IND,industrial,4.55,cents per kilowatthour
262,2005,SC,South Carolina,OTH,other,,cents per kilowatthour
263,2005,SC,South Carolina,RES,residential,8.67,cents per kilowatthour
264,2005,SC,South Carolina,TRA,transportation,0.0,cents per kilowatthour
265,2005,SD,South Dakota,ALL,all sectors,6.6,cents per kilowatthour
266,2005,SD,South Dakota,COM,commercial,6.2,cents per kilowatthour
267,2005,SD,South Dakota,IND,industrial,4.95,cents per kilowatthour
268,2005,SD,South Dakota,OTH,other,,cents per kilowatthour
269,2005,SD,South Dakota,RES,residential,7.77,cents per kilowatthour
270,2005,SD,South Dakota,TRA,transportation,0.0,cents per kilowatthour
271,2005,TN,Tennessee,ALL,all sectors,6.31,cents per kilowatthour
272,2005,TN,Tennessee,COM,commercial,7.17,cents per kilowatthour
273,2005,TN,Tennessee,IND,industrial,4.73,cents per kilowatthour
274,2005,TN,Tennessee,OTH,other,,cents per kilowatthour
275,2005,TN,Tennessee,RES,residential,6.98,cents per kilowatthour
276,2005,TN,Tennessee,TRA,transportation,11.46,cents per kilowatthour
277,2005,TX,Texas,ALL,all sectors,9.14,cents per kilowatthour
278,2005,TX,Texas,COM,commercial,8.85,cents per kilowatthour
279,2005,TX,Texas,IND,industrial,7.14,cents per kilowatthour
280,2005,TX,Texas,OTH,other,,cents per kilowatthour
281,2005,TX,Texas,RES,residential,10.93,cents per kilowatthour
282,2005,TX,Texas,TRA,transportation,8.45,cents per kilowatthour
283,2005,UT,Utah,ALL,all sectors,5.92,cents per kilowatthour
284,2005,UT,Utah,COM,commercial,6.07,cents per kilowatthour
285,2005,UT,Utah,IND,industrial,4.24,cents per kilowatthour
286,2005,PACC,Pacific Contiguous,TRA,transportation,6.55,cents per kilowatthour
287,2005,PACN,Pacific Noncontiguous,ALL,all sectors,15.96,cents per kilowatthour
288,2005,PACN,Pacific Noncontiguous,COM,commercial,15.76,cents per kilowatthour
289,2005,PACN,Pacific Noncontiguous,IND,industrial,14.31,cents per kilowatthour
290,2005,PACN,Pacific Noncontiguous,OTH,other,,cents per kilowatthour
291,2005,PACN,Pacific Noncontiguous,RES,residential,17.78,cents per kilowatthour
292,2005,PACN,Pacific Noncontiguous,TRA,transportation,0.0,cents per kilowatthour
293,2005,US,U.S. Total,ALL,all sectors,8.14,cents per kilowatthour
294,2005,US,U.S. Total,COM,commercial,8.67,cents per kilowatthour
295,2005,US,U.S. Total,IND,industrial,5.73,cents per kilowatthour
296,2005,US,U.S. Total,OTH,other,,cents per kilowatthour
297,2005,US,U.S. Total,RES,residential,9.45,cents per kilowatthour
298,2005,US,U.S. Total,TRA,transportation,8.57,cents per kilowatthour
299,2005,UT,Utah,OTH,other,,cents per kilowatthour
300,2005,UT,Utah,RES,residential,7.52,cents per kilowatthour
301,2005,UT,Utah,TRA,transportation,7.2,cents per kilowatthour
302,2005,VT,Vermont,ALL,all sectors,10.95,cents per kilowatthour
303,2005,VT,Vermont,COM,commercial,11.33,cents per kilowatthour
304,2005,VT,Vermont,IND,industrial,7.77,cents per kilowatthour
305,2005,AL,Alabama,ALL,all sectors,6.46,cents per kilowatthour
306,2005,AL,Alabama,COM,commercial,7.5,cents per kilowatthour
307,2005,AL,Alabama,IND,industrial,4.52,cents per kilowatthour
308,2005,AL,Alabama,OTH,other,,cents per kilowatthour
309,2005,AL,Alabama,RES,residential,8.0,cents per kilowatthour
310,2005,AL,Alabama,TRA,transportation,0.0,cents per kilowatthour
311,2005,AK,Alaska,ALL,all sectors,11.72,cents per kilowatthour
312,2005,AK,Alaska,COM,commercial,11.56,cents per kilowatthour
313,2005,AK,Alaska,IND,industrial,9.29,cents per kilowatthour
314,2005,AK,Alaska,OTH,other,,cents per kilowatthour
315,2005,AK,Alaska,RES,residential,13.3,cents per kilowatthour
316,2005,AK,Alaska,TRA,transportation,0.0,cents per kilowatthour
317,2005,AZ,Arizona,ALL,all sectors,7.79,cents per kilowatthour
318,2005,AZ,Arizona,COM,commercial,7.4,cents per kilowatthour
319,2005,AZ,Arizona,IND,industrial,5.85,cents per kilowatthour
320,2005,AZ,Arizona,OTH,other,,cents per kilowatthour
321,2005,AZ,Arizona,RES,residential,8.86,cents per kilowatthour
322,2005,AZ,Arizona,TRA,transportation,0.0,cents per kilowatthour
323,2005,AR,Arkansas,ALL,all sectors,6.3,cents per kilowatthour
324,2005,AR,Arkansas,COM,commercial,6.18,cents per kilowatthour
325,2005,AR,Arkansas,IND,industrial,4.74,cents per kilowatthour
326,2005,AR,Arkansas,OTH,other,,cents per kilowatthour
327,2005,AR,Arkansas,RES,residential,8.0,cents per kilowatthour
328,2005,AR,Arkansas,TRA,transportation,0.0,cents per kilowatthour
329,2005,VT,Vermont,OTH,other,,cents per kilowatthour
330,2005,VT,Vermont,RES,residential,12.96,cents per kilowatthour
331,2005,VT,Vermont,TRA,transportation,0.0,cents per kilowatthour
332,2005,VA,Virginia,ALL,all sectors,6.64,cents per kilowatthour
333,2005,VA,Virginia,COM,commercial,6.05,cents per kilowatthour
334,2005,VA,Virginia,IND,industrial,4.46,cents per kilowatthour
335,2005,VA,Virginia,OTH,other,,cents per kilowatthour
336,2005,VA,Virginia,RES,residential,8.16,cents per kilowatthour
337,2005,VA,Virginia,TRA,transportation,6.81,cents per kilowatthour
338,2005,WA,Washington,ALL,all sectors,5.87,cents per kilowatthour
339,2005,WA,Washington,COM,commercial,6.33,cents per kilowatthour
340,2005,WA,Washington,IND,industrial,4.27,cents per kilowatthour
341,2005,WA,Washington,OTH,other,,cents per kilowatthour
342,2005,WA,Washington,RES,residential,6.54,cents per kilowatthour
343,2005,WA,Washington,TRA,transportation,6.44,cents per kilowatthour
344,2005,WV,West Virginia,ALL,all sectors,5.15,cents per kilowatthour
345,2005,WV,West Virginia,COM,commercial,5.53,cents per kilowatthour
346,2005,WV,West Virginia,IND,industrial,3.85,cents per kilowatthour
347,2005,WV,West Virginia,OTH,other,,cents per kilowatthour
348,2005,WV,West Virginia,RES,residential,6.21,cents per kilowatthour
349,2005,WV,West Virginia,TRA,transportation,6.08,cents per kilowatthour
350,2005,WI,Wisconsin,ALL,all sectors,7.48,cents per kilowatthour
351,2005,WI,Wisconsin,COM,commercial,7.67,cents per kilowatthour
352,2005,WI,Wisconsin,IND,industrial,5.39,cents per kilowatthour
353,2005,WI,Wisconsin,OTH,other,,cents per kilowatthour
354,2005,WI,Wisconsin,RES,residential,9.66,cents per kilowatthour
355,2005,WI,Wisconsin,TRA,transportation,0.0,cents per kilowatthour
356,2005,WY,Wyoming,ALL,all sectors,5.16,cents per kilowatthour
357,2005,WY,Wyoming,COM,commercial,6.17,cents per kilowatthour
358,2005,WY,Wyoming,IND,industrial,3.99,cents per kilowatthour
359,2005,WY,Wyoming,OTH,other,,cents per kilowatthour
360,2005,WY,Wyoming,RES,residential,7.48,cents per kilowatthour
361,2005,WY,Wyoming,TRA,transportation,0.0,cents per kilowatthour
362,2005,NEW,New England,ALL,all sectors,11.95,cents per kilowatthour
363,2005,NEW,New England,COM,commercial,11.94,cents per kilowatthour
364,2005,NEW,New England,IND,industrial,9.1,cents per kilowatthour
365,2005,NEW,New England,OTH,other,,cents per kilowatthour
366,2005,NEW,New England,RES,residential,13.44,cents per kilowatthour
367,2005,NEW,New England,TRA,transportation,6.08,cents per kilowatthour
368,2005,MAT,Middle Atlantic,ALL,all sectors,11.07,cents per kilowatthour
369,2005,MAT,Middle Atlantic,COM,commercial,11.79,cents per kilowatthour
370,2005,MAT,Middle Atlantic,IND,industrial,7.29,cents per kilowatthour
371,2005,MAT,Middle Atlantic,OTH,other,,cents per kilowatthour
372,2005,MAT,Middle Atlantic,RES,residential,12.49,cents per kilowatthour
373,2005,MAT,Middle Atlantic,TRA,transportation,10.21,cents per kilowatthour
374,2005,ENC,East North Central,ALL,all sectors,6.91,cents per kilowatthour
375,2005,ENC,East North Central,COM,commercial,7.65,cents per kilowatthour
376,2005,ENC,East North Central,IND,industrial,4.91,cents per kilowatthour
377,2005,ENC,East North Central,OTH,other,,cents per kilowatthour
378,2005,ENC,East North Central,RES,residential,8.41,cents per kilowatthour
379,2005,ENC,East North Central,TRA,transportation,6.05,cents per kilowatthour
380,2005,WNC,West North Central,ALL,all sectors,6.37,cents per kilowatthour
381,2005,WNC,West North Central,COM,commercial,6.33,cents per kilowatthour
382,2005,WNC,West North Central,IND,industrial,4.71,cents per kilowatthour
383,2005,WNC,West North Central,OTH,other,,cents per kilowatthour
384,2005,WNC,West North Central,RES,residential,7.78,cents per kilowatthour
385,2005,WNC,West North Central,TRA,transportation,5.58,cents per kilowatthour
386,2005,SAT,South Atlantic,ALL,all sectors,7.59,cents per kilowatthour
387,2005,SAT,South Atlantic,COM,commercial,7.49,cents per kilowatthour
388,2005,SAT,South Atlantic,IND,industrial,5.3,cents per kilowatthour
389,2005,SAT,South Atlantic,OTH,other,,cents per kilowatthour
390,2005,SAT,South Atlantic,RES,residential,8.83,cents per kilowatthour
391,2005,SAT,South Atlantic,TRA,transportation,7.28,cents per kilowatthour
392,2005,ESC,East South Central,ALL,all sectors,6.17,cents per kilowatthour
393,2005,ESC,East South Central,COM,commercial,7.19,cents per kilowatthour
394,2005,ESC,East South Central,IND,industrial,4.37,cents per kilowatthour
395,2005,ESC,East South Central,OTH,other,,cents per kilowatthour
396,2005,ESC,East South Central,RES,residential,7.42,cents per kilowatthour
397,2005,ESC,East South Central,TRA,transportation,11.46,cents per kilowatthour
398,2005,WSC,West South Central,ALL,all sectors,8.48,cents per kilowatthour
399,2005,WSC,West South Central,COM,commercial,8.43,cents per kilowatthour
400,2005,WSC,West South Central,IND,industrial,6.6,cents per kilowatthour
401,2005,WSC,West South Central,OTH,other,,cents per kilowatthour
